state,date,cum_covid_cases,cum_covid_deaths,cum_one_vax_dose,covid_cases,covid_deaths,one_vax_dose
Pennsylvania,2022-01-09,2265232,37665,10167182,188008,950,146633
Pennsylvania,2022-01-16,2458722,38619,10291776,193490,954,124594
Pennsylvania,2022-01-23,2572500,39538,10411994,113778,919,120218
Pennsylvania,2022-01-30,2656587,40563,10488359,84087,1025,76365
Pennsylvania,2022-02-06,2700036,41538,10548637,43449,975,60278
Pennsylvania,2022-02-13,2724802,42203,10598544,24766,665,49907
Pennsylvania,2022-02-20,2744145,42789,10626942,19343,586,28398
Pennsylvania,2022-02-27,2756546,43215,10662966,12401,426,36024
Pennsylvania,2022-03-06,2763589,43600,10690557,7043,385,27591
Pennsylvania,2022-03-13,2769702,43839,10708094,6113,239,17537
Pennsylvania,2022-03-20,2774815,44049,10726038,5113,210,17944
Pennsylvania,2022-03-27,2779049,44209,10746564,4234,160,20526
Pennsylvania,2022-04-03,2782827,44313,10763137,3778,104,16573
Pennsylvania,2022-04-10,2789262,44424,10790873,6435,111,27736
Pennsylvania,2022-04-17,2797607,44488,10817652,8345,64,26779
Pennsylvania,2022-04-24,2808171,44608,10839775,10564,120,22123
Pennsylvania,2022-05-01,2821667,44678,10861942,13496,70,22167
Pennsylvania,2022-05-08,2829027,44733,10882721,7360,55,20779
Pennsylvania,2022-05-15,2850343,44814,10902182,21316,81,19461
Pennsylvania,2022-05-22,2877660,44898,10921850,27317,84,19668
Pennsylvania,2022-05-29,2907324,45147,10940445,29664,249,18595
Pennsylvania,2022-06-05,2932186,45254,10959316,24862,107,18871
Pennsylvania,2022-06-12,2954750,45413,10979781,22564,159,20465
Pennsylvania,2022-06-19,2975031,45580,10990467,20281,167,10686
Pennsylvania,2022-06-26,2987357,45657,11002185,12326,77,11718
Pennsylvania,2022-07-03,3006257,45766,11032800,18900,109,30615
Pennsylvania,2022-07-10,3018129,45821,11042660,11872,55,9860
Pennsylvania,2022-07-17,3038076,45949,11060216,19947,128,17556
Pennsylvania,2022-07-24,3058316,46047,11100577,20240,98,40361
Pennsylvania,2022-07-31,3080593,46164,11126002,22277,117,25425
Pennsylvania,2022-08-07,3105341,46261,11144803,24748,97,18801
Pennsylvania,2022-08-14,3125967,46374,11161887,20626,113,17084
Pennsylvania,2022-08-21,3150248,46514,11178790,24281,140,16903
Pennsylvania,2022-08-28,3167638,46596,11195025,17390,82,16235
Pennsylvania,2022-09-04,3185902,46716,11209639,18264,120,14614
Pennsylvania,2022-09-11,3202811,46831,11216760,16909,115,7121
Pennsylvania,2022-09-18,3220994,46970,11231514,18183,139,14754
Pennsylvania,2022-09-25,3239298,47098,11243927,18304,128,12413
Pennsylvania,2022-10-02,3254503,47213,11253501,15205,115,9574
Pennsylvania,2022-10-09,3266934,47323,11277425,12431,110,23924
Pennsylvania,2022-10-16,3280190,47442,11297741,13256,119,20316
Pennsylvania,2022-10-23,3291589,47582,11326460,11399,140,28719
Pennsylvania,2022-10-30,3304816,47705,11353432,13227,123,26972
Pennsylvania,2022-11-06,3317854,47840,11374249,13038,135,20817
Pennsylvania,2022-11-13,3330062,47994,11423309,12208,154,49060
Pennsylvania,2022-11-20,3340015,48126,11443281,9953,132,19972
Pennsylvania,2022-11-27,3350067,48271,11467771,10052,145,24490
Pennsylvania,2022-12-04,3360797,48387,11479452,10730,116,11681
Pennsylvania,2022-12-11,3374733,48527,11494253,13936,140,14801
Pennsylvania,2022-12-18,3388571,48662,11511391,13838,135,17138
Pennsylvania,2022-12-25,3403177,48798,11528247,14606,136,16856
Pennsylvania,2023-01-01,3416142,48892,11538334,12965,94,10087
Pennsylvania,2023-01-08,3431861,49034,11548979,15719,142,10645
Pennsylvania,2023-01-15,3447091,49263,11558418,15230,229,9439
Pennsylvania,2023-01-22,3458136,49397,11568075,11045,134,9657
Pennsylvania,2023-01-29,3469076,49633,11576530,10940,236,8455
Pennsylvania,2023-02-05,3479345,49791,11584651,10269,158,8121
Pennsylvania,2023-02-12,3490499,49921,11591610,11154,130,6959
Pennsylvania,2023-02-19,3501712,50055,11597703,11213,134,6093
Pennsylvania,2023-02-26,3512137,50168,11605766,10425,113,8063
Pennsylvania,2023-03-05,3520813,50281,11611815,8676,113,6049
Pennsylvania,2023-03-12,3527854,50398,11611815,7041,117,0
Puerto Rico,2020-01-26,0,0,0,0,0,0
Puerto Rico,2020-02-02,0,0,0,0,0,0
Puerto Rico,2020-02-09,0,0,0,0,0,0
Puerto Rico,2020-02-16,0,0,0,0,0,0
Puerto Rico,2020-02-23,0,0,0,0,0,0
Puerto Rico,2020-03-01,0,0,0,0,0,0
Puerto Rico,2020-03-08,0,0,0,0,0,0
Puerto Rico,2020-03-15,0,0,0,0,0,0
Puerto Rico,2020-03-22,23,1,0,23,1,0
Puerto Rico,2020-03-29,127,3,0,104,2,0
Puerto Rico,2020-04-05,475,20,0,348,17,0
Puerto Rico,2020-04-12,897,44,0,422,24,0
Puerto Rico,2020-04-19,1213,62,0,316,18,0
Puerto Rico,2020-04-26,1298,84,0,-327,22,0
Puerto Rico,2020-05-03,982,97,0,96,13,0
Puerto Rico,2020-05-10,1033,111,0,51,14,0
Puerto Rico,2020-05-17,1139,123,0,106,12,0
Puerto Rico,2020-05-24,1221,127,0,82,4,0
Puerto Rico,2020-05-31,1290,136,0,67,9,0
Puerto Rico,2020-06-07,1353,142,0,65,6,0
Puerto Rico,2020-06-14,1471,147,0,118,5,0
Puerto Rico,2020-06-21,1533,149,0,62,2,0
Puerto Rico,2020-06-28,1624,153,0,91,4,0
Puerto Rico,2020-07-05,1846,155,0,222,2,0
Puerto Rico,2020-07-12,2583,167,0,737,12,0
Puerto Rico,2020-07-19,3791,178,0,1208,11,0
Puerto Rico,2020-07-26,5236,201,0,1445,23,0
Puerto Rico,2020-08-02,6835,230,0,1599,29,0
Puerto Rico,2020-08-09,8934,279,0,2099,49,0
Puerto Rico,2020-08-16,11251,335,0,2317,56,0
Puerto Rico,2020-08-23,13477,390,0,2226,55,0
Puerto Rico,2020-08-30,15229,434,0,1752,44,0
Puerto Rico,2020-09-06,16269,477,0,1040,43,0
Puerto Rico,2020-09-13,17769,539,0,1500,62,0
Puerto Rico,2020-09-20,20069,608,0,2300,69,0
Puerto Rico,2020-09-27,22697,644,0,2628,36,0
Puerto Rico,2020-10-04,25034,686,0,2337,42,0
Puerto Rico,2020-10-11,26776,730,0,1742,44,0
Puerto Rico,2020-10-18,28711,766,0,1935,36,0
Puerto Rico,2020-10-25,31737,801,0,3026,35,0
Puerto Rico,2020-11-01,34541,832,0,2804,31,0
Puerto Rico,2020-11-08,38100,872,0,3559,40,0
Puerto Rico,2020-11-15,42479,935,0,4379,63,0
Puerto Rico,2020-11-22,47459,1017,0,4980,82,0
Puerto Rico,2020-11-29,51702,1094,0,4243,77,0
Puerto Rico,2020-12-06,56671,1192,0,4969,98,0
Puerto Rico,2020-12-13,62431,1272,0,5760,80,0
Puerto Rico,2020-12-20,68433,1368,0,6002,96,0
Puerto Rico,2020-12-27,73227,1445,0,4794,77,0
Puerto Rico,2021-01-03,78169,1545,0,4942,100,0
Puerto Rico,2021-01-10,83119,1630,0,4950,85,0
Puerto Rico,2021-01-17,87381,1703,0,4262,73,0
Puerto Rico,2021-01-24,91028,1773,0,3647,70,0
Puerto Rico,2021-01-31,93624,1829,0,2596,56,0
Puerto Rico,2021-02-07,95839,1883,0,2215,54,0
Puerto Rico,2021-02-14,97609,1919,266556,1770,36,266556
Puerto Rico,2021-02-21,99084,1979,314850,1475,60,48294
Puerto Rico,2021-02-28,100297,2036,350851,1213,57,36001
Puerto Rico,2021-03-07,101327,2059,389276,1030,23,38425
Puerto Rico,2021-03-14,102995,2080,473335,1668,21,84059
Puerto Rico,2021-03-21,104516,2096,551935,1521,16,78600
Puerto Rico,2021-03-28,106488,2112,662790,1972,16,110855
Puerto Rico,2021-04-04,109833,2131,759017,3345,19,96227
Puerto Rico,2021-04-11,115299,2155,827538,5466,24,68521
Puerto Rico,2021-04-18,123049,2207,985938,7750,52,158400
Puerto Rico,2021-04-25,129203,2265,1101867,6154,58,115929
Puerto Rico,2021-05-02,133047,2315,1215918,3844,50,114051
Puerto Rico,2021-05-09,135543,2374,1338795,2496,59,122877
Puerto Rico,2021-05-16,136963,2438,1438869,1420,64,100074
Puerto Rico,2021-05-23,138000,2474,1502362,1037,36,63493
Puerto Rico,2021-05-30,138579,2501,1609178,579,27,106816
Puerto Rico,2021-06-06,139068,2519,1665772,489,18,56594
Puerto Rico,2021-06-13,139423,2530,1711869,355,11,46097
Puerto Rico,2021-06-20,139753,2540,1768528,330,10,56659
Puerto Rico,2021-06-27,140009,2547,1837759,256,7,69231
Puerto Rico,2021-07-04,140301,2552,2082783,292,5,245024
Puerto Rico,2021-07-11,140847,2555,2114478,546,3,31695
Puerto Rico,2021-07-18,141905,2561,2152895,1058,6,38417
Puerto Rico,2021-07-25,144200,2568,2179128,2295,7,26233
Puerto Rico,2021-08-01,147545,2581,2197391,3345,13,18263
Puerto Rico,2021-08-08,152343,2611,2218169,4798,30,20778
Puerto Rico,2021-08-15,158351,2667,2255041,6008,56,36872
Puerto Rico,2021-08-22,164599,2742,2298786,6248,75,43745
Puerto Rico,2021-08-29,170090,2832,2347524,5491,90,48738
Puerto Rico,2021-09-05,174318,2919,2402106,4228,87,54582
Puerto Rico,2021-09-12,177031,2998,2465265,2713,79,63159
Puerto Rico,2021-09-19,179144,3074,2497231,2113,76,31966
Puerto Rico,2021-09-26,180666,3132,2521305,1522,58,24074
Puerto Rico,2021-10-03,181708,3164,2538105,1042,32,16800
Puerto Rico,2021-10-10,183093,3191,2556161,1385,27,18056
Puerto Rico,2021-10-17,183848,3207,2571633,755,16,15472
Puerto Rico,2021-10-24,184613,3221,2608325,765,14,36692
Puerto Rico,2021-10-31,185282,3234,2621628,669,13,13303
Puerto Rico,2021-11-07,186091,3245,2635581,809,11,13953
Puerto Rico,2021-11-14,186977,3257,2662235,886,12,26654
Puerto Rico,2021-11-21,187863,3262,2692723,886,5,30488
Puerto Rico,2021-11-28,188370,3269,2706849,507,7,-2385
Puerto Rico,2021-12-05,189253,3273,2732856,883,4,42518
Puerto Rico,2021-12-12,189952,3276,2762061,699,3,29205
Puerto Rico,2021-12-19,196301,3285,2801997,6349,9,39936
Puerto Rico,2021-12-26,232336,3291,2822165,36035,6,20168
Puerto Rico,2022-01-02,292662,3310,2844791,60326,19,22626
Puerto Rico,2022-01-09,355697,3373,2865536,63035,63,20745
Puerto Rico,2022-01-16,413010,3511,2888769,57313,138,23233
Puerto Rico,2022-01-23,442514,3696,2927137,29504,185,38368
Puerto Rico,2022-01-30,457057,3854,2967386,14543,158,40249
Puerto Rico,2022-02-06,465455,3944,2995087,8398,90,27701
Puerto Rico,2022-02-13,469285,4030,3013538,3830,86,18451
Puerto Rico,2022-02-20,472154,4082,3028205,2869,52,14667
Puerto Rico,2022-02-27,473772,4109,3042248,1618,27,14043
Puerto Rico,2022-03-06,475195,4134,3048734,1423,25,6486
Puerto Rico,2022-03-13,476497,4150,3054906,1302,16,6172
Puerto Rico,2022-03-20,478055,4154,3056795,1558,4,1802
Puerto Rico,2022-03-27,479903,4159,3062303,1848,5,5595
Puerto Rico,2022-04-03,482619,4170,3065835,2716,11,3532
Puerto Rico,2022-04-10,487557,4177,3066122,4938,7,-45482
Puerto Rico,2022-04-17,496141,4185,3024052,8584,8,3699
Puerto Rico,2022-04-24,517046,4190,3027793,20905,5,3741
Puerto Rico,2022-05-01,542915,4210,3032303,25869,20,4510
Puerto Rico,2022-05-08,568484,4232,3035323,25569,22,3020
Puerto Rico,2022-05-15,605977,4256,3037105,37493,24,1782
Puerto Rico,2022-05-22,637042,4310,3041028,31065,54,3923
Puerto Rico,2022-05-29,667302,4359,3043427,30260,49,2399
Puerto Rico,2022-06-05,692700,4399,3045608,25398,40,2181
Puerto Rico,2022-06-12,716785,4439,3047822,24085,40,2214
Puerto Rico,2022-06-19,740455,4480,3048972,23670,41,1150
Puerto Rico,2022-06-26,763030,4529,3050665,22575,49,1693
Puerto Rico,2022-07-03,782449,4590,3051215,19419,61,550
Puerto Rico,2022-07-10,802317,4631,3054931,19868,41,3716
Puerto Rico,2022-07-17,818685,4681,3056937,16368,50,2006
Puerto Rico,2022-07-24,836881,4725,3058906,18196,44,1969
Puerto Rico,2022-07-31,854504,4768,3059049,17623,43,143
Puerto Rico,2022-08-07,874677,4812,3060784,20173,44,1735
Puerto Rico,2022-08-14,891605,4852,3062778,16928,40,1994
Puerto Rico,2022-08-21,906185,4909,3068025,14580,57,5247
Puerto Rico,2022-08-28,920125,4952,3072240,13940,43,4215
Puerto Rico,2022-09-04,932559,4996,3077243,12434,44,5003
Puerto Rico,2022-09-11,942070,5034,3080811,9511,38,3568
Puerto Rico,2022-09-18,948106,5074,3085878,6036,40,5067
Puerto Rico,2022-09-25,951611,5118,3091198,3505,44,5320
Puerto Rico,2022-10-02,958772,5154,3096037,7161,36,4839
Puerto Rico,2022-10-09,963526,5183,3102522,4754,29,6485
Puerto Rico,2022-10-16,968867,5212,3106774,5341,29,4252
Puerto Rico,2022-10-23,975140,5233,3111819,6273,21,5045
Puerto Rico,2022-10-30,981565,5259,3117448,6425,26,5629
Puerto Rico,2022-11-06,988461,5279,3122711,6896,20,5263
Puerto Rico,2022-11-13,993997,5297,3126613,5536,18,3902
Puerto Rico,2022-11-20,1002515,5320,3129824,8518,23,3211
Puerto Rico,2022-11-27,1008104,5351,3133843,5589,31,4019
Puerto Rico,2022-12-04,1018631,5391,3135599,10527,40,1756
Puerto Rico,2022-12-11,1028194,5442,3135765,9563,51,166
Puerto Rico,2022-12-18,1038475,5473,3135944,10281,31,179
Puerto Rico,2022-12-25,1046495,5506,3136165,8020,33,221
Puerto Rico,2023-01-01,1054239,5541,3136294,7744,35,129
Puerto Rico,2023-01-08,1061830,5575,3136418,7591,34,124
Puerto Rico,2023-01-15,1069735,5611,3136418,7905,36,-237341
Puerto Rico,2023-01-22,1076751,5642,2899513,7016,31,436
Puerto Rico,2023-01-29,1083058,5682,2899674,6307,40,161
Puerto Rico,2023-02-05,1087654,5712,2900790,4596,30,1116
Puerto Rico,2023-02-12,1091809,5750,2901878,4155,38,1088
Puerto Rico,2023-02-19,1095256,5771,2902401,3447,21,523
Puerto Rico,2023-02-26,1097979,5791,2902723,2723,20,322
Puerto Rico,2023-03-05,1100358,5810,2903004,2379,19,281
Puerto Rico,2023-03-12,1101469,5823,2903004,1111,13,0
Rhode Island,2020-01-26,0,0,0,0,0,0
Rhode Island,2020-02-02,0,0,0,0,0,0
Rhode Island,2020-02-09,0,0,0,0,0,0
Rhode Island,2020-02-16,0,0,0,0,0,0
Rhode Island,2020-02-23,0,0,0,0,0,0
Rhode Island,2020-03-01,1,0,0,1,0,0
Rhode Island,2020-03-08,3,0,0,2,0,0
Rhode Island,2020-03-15,20,0,0,17,0,0
Rhode Island,2020-03-22,83,1,0,63,1,0
Rhode Island,2020-03-29,294,6,0,211,5,0
Rhode Island,2020-04-05,922,30,0,628,24,0
Rhode Island,2020-04-12,2665,91,0,1743,61,0
Rhode Island,2020-04-19,4706,186,0,2041,95,0
Rhode Island,2020-04-26,7439,290,0,2733,104,0
Rhode Island,2020-05-03,9477,423,0,2038,133,0
Rhode Island,2020-05-10,11274,550,0,1797,127,0
Rhode Island,2020-05-17,12674,654,0,1400,104,0
Rhode Island,2020-05-24,14065,757,0,1391,103,0
Rhode Island,2020-05-31,14928,827,0,863,70,0
Rhode Island,2020-06-07,15441,886,0,513,59,0
Rhode Island,2020-06-14,15947,909,0,506,23,0
Rhode Island,2020-06-21,16337,944,0,390,35,0
Rhode Island,2020-06-28,16661,971,0,324,27,0
Rhode Island,2020-07-05,16991,988,0,330,17,0
Rhode Island,2020-07-12,17312,1003,0,321,15,0
Rhode Island,2020-07-19,17793,1014,0,481,11,0
Rhode Island,2020-07-26,18224,1022,0,431,8,0
Rhode Island,2020-08-02,19022,1029,0,798,7,0
Rhode Island,2020-08-09,19738,1037,0,716,8,0
Rhode Island,2020-08-16,20335,1052,0,597,15,0
Rhode Island,2020-08-23,21022,1066,0,687,14,0
Rhode Island,2020-08-30,21683,1077,0,661,11,0
Rhode Island,2020-09-06,22243,1088,0,560,11,0
Rhode Island,2020-09-13,22905,1096,0,662,8,0
Rhode Island,2020-09-20,23620,1115,0,715,19,0
Rhode Island,2020-09-27,24311,1121,0,561,6,0
Rhode Island,2020-10-04,25076,1133,0,895,12,0
Rhode Island,2020-10-11,26294,1154,0,1218,21,0
Rhode Island,2020-10-18,27691,1176,0,1397,22,0
Rhode Island,2020-10-25,30118,1193,0,2427,17,0
Rhode Island,2020-11-01,32874,1220,0,2756,27,0
Rhode Island,2020-11-08,36380,1247,0,3506,27,0
Rhode Island,2020-11-15,41529,1291,0,5149,44,0
Rhode Island,2020-11-22,48001,1343,0,6472,52,0
Rhode Island,2020-11-29,53954,1408,0,5953,65,0
Rhode Island,2020-12-06,62137,1497,0,8183,89,0
Rhode Island,2020-12-13,70818,1652,0,8681,155,0
Rhode Island,2020-12-20,77812,1768,0,6994,116,0
Rhode Island,2020-12-27,82066,1869,0,4254,101,0
Rhode Island,2021-01-03,87949,1974,0,5883,105,0
Rhode Island,2021-01-10,97614,2074,0,9665,100,0
Rhode Island,2021-01-17,104443,2169,0,6829,95,0
Rhode Island,2021-01-24,109735,2272,0,5292,103,0
Rhode Island,2021-01-31,114438,2341,0,4703,69,0
Rhode Island,2021-02-07,117891,2412,0,3453,71,0
Rhode Island,2021-02-14,120821,2462,96470,2930,50,96470
Rhode Island,2021-02-21,123145,2488,132542,2324,26,36072
Rhode Island,2021-02-28,125622,2502,176107,2477,14,43565
Rhode Island,2021-03-07,128121,2541,222457,2499,39,46350
Rhode Island,2021-03-14,130502,2567,263449,2381,26,40992
Rhode Island,2021-03-21,133039,2595,299515,2537,28,36066
Rhode Island,2021-03-28,135775,2608,326997,2736,13,27482
Rhode Island,2021-04-04,138255,2630,364970,2480,22,37973
Rhode Island,2021-04-11,141097,2638,412815,2842,8,47845
Rhode Island,2021-04-18,144149,2647,467574,3052,9,54759
Rhode Island,2021-04-25,146324,2660,520408,2175,13,52834
Rhode Island,2021-05-02,148186,2671,561055,1862,11,40647
Rhode Island,2021-05-09,149577,2687,577826,1391,16,16771
Rhode Island,2021-05-16,150385,2700,597301,808,13,19475
Rhode Island,2021-05-23,151258,2704,622575,873,4,25274
Rhode Island,2021-05-30,151743,2708,642092,485,4,19517
Rhode Island,2021-06-06,151992,2717,653575,249,9,11483
Rhode Island,2021-06-13,152213,2722,662264,221,5,8689
Rhode Island,2021-06-20,152383,2724,673280,170,2,11016
Rhode Island,2021-06-27,152514,2728,680492,131,4,7212
Rhode Island,2021-07-04,152643,2730,686889,129,2,6397
Rhode Island,2021-07-11,152748,2730,691950,86,0,5061
Rhode Island,2021-07-18,152971,2736,697578,242,6,5628
Rhode Island,2021-07-25,153447,2739,703706,476,3,6128
Rhode Island,2021-08-01,154339,2740,713873,892,1,10167
Rhode Island,2021-08-08,155825,2743,723610,1486,3,9737
Rhode Island,2021-08-15,157589,2744,733491,1764,1,9881
Rhode Island,2021-08-22,159710,2753,745043,2121,9,11552
Rhode Island,2021-08-29,161701,2764,754639,1991,11,9596
Rhode Island,2021-09-05,163742,2773,765296,2041,9,10657
Rhode Island,2021-09-12,165849,2793,773784,2107,20,8488
Rhode Island,2021-09-19,168449,2812,783803,2600,19,10019
Rhode Island,2021-09-26,170700,2823,792604,2251,11,8801
Rhode Island,2021-10-03,172719,2838,798988,2019,15,6384
Rhode Island,2021-10-10,174570,2854,807568,1851,16,8580
Rhode Island,2021-10-17,176405,2860,813128,1835,6,5560
Rhode Island,2021-10-24,177998,2872,819423,1593,12,6295
Rhode Island,2021-10-31,179405,2878,827389,1407,6,7966
Rhode Island,2021-11-07,181079,2881,834950,1674,3,7561
Rhode Island,2021-11-14,183257,2890,848399,2178,9,13449
Rhode Island,2021-11-21,186387,2906,866244,3130,16,17845
Rhode Island,2021-11-28,188561,2915,873059,2174,9,6815
Rhode Island,2021-12-05,194858,2941,889841,6297,26,16782
Rhode Island,2021-12-12,201275,2957,905900,6417,16,16059
Rhode Island,2021-12-19,208753,2992,919861,7478,35,13961
Rhode Island,2021-12-26,217228,3018,932662,8475,26,12801
Rhode Island,2022-01-02,231096,3066,947819,13868,48,15157
Rhode Island,2022-01-09,266066,3121,958375,34970,55,10556
Rhode Island,2022-01-16,302109,3175,972598,36043,54,14223
Rhode Island,2022-01-23,327109,3240,992632,25000,65,20034
Rhode Island,2022-01-30,341407,3302,1000881,14298,62,8249
Rhode Island,2022-02-06,347901,3354,1006385,6494,52,5504
Rhode Island,2022-02-13,351844,3376,1010187,3943,22,3802
Rhode Island,2022-02-20,354045,3397,1016090,2201,21,5903
Rhode Island,2022-02-27,355509,3406,1019541,1464,9,3451
Rhode Island,2022-03-06,356783,3417,1023244,1274,11,3703
Rhode Island,2022-03-13,357802,3421,1026019,1019,4,2775
Rhode Island,2022-03-20,359064,3429,1028368,1262,8,2349
Rhode Island,2022-03-27,360172,3438,1030556,1108,9,2188
Rhode Island,2022-04-03,361508,3522,1033034,1336,84,2478
Rhode Island,2022-04-10,363372,3525,1035736,1864,3,2702
Rhode Island,2022-04-17,365880,3527,1038595,2508,2,2859
Rhode Island,2022-04-24,368246,3532,1041171,2366,5,2576
Rhode Island,2022-05-01,371629,3540,1043195,3383,8,2024
Rhode Island,2022-05-08,375897,3544,1045933,4268,4,2738
Rhode Island,2022-05-15,381271,3552,1048200,5374,8,2267
Rhode Island,2022-05-22,387083,3562,1050727,5812,10,2527
Rhode Island,2022-05-29,391275,3577,1053100,4192,15,2373
Rhode Island,2022-06-05,394573,3583,1055252,3298,6,2152
Rhode Island,2022-06-12,397187,3590,1057228,2614,7,1976
Rhode Island,2022-06-19,399282,3596,1058558,2095,6,1330
Rhode Island,2022-06-26,401108,3605,1059895,1826,9,1337
Rhode Island,2022-07-03,403052,3611,1061666,1944,6,1771
Rhode Island,2022-07-10,404604,3615,1063398,1552,4,1732
Rhode Island,2022-07-17,406668,3621,1065654,2064,6,2256
Rhode Island,2022-07-24,408532,3626,1068168,1864,5,2514
Rhode Island,2022-07-31,410399,3630,1070560,1867,4,2392
Rhode Island,2022-08-07,412477,3632,1072278,2078,2,1718
Rhode Island,2022-08-14,413259,3632,1073697,782,0,1419
Rhode Island,2022-08-21,414931,3636,1075947,1672,4,2250
Rhode Island,2022-08-28,416638,3643,1078700,1707,7,2753
Rhode Island,2022-09-04,418635,3645,1080406,1997,2,1706
Rhode Island,2022-09-11,420175,3652,1081118,1540,7,712
Rhode Island,2022-09-18,421739,3661,1083648,1564,9,2530
Rhode Island,2022-09-25,423563,3667,1085435,1824,6,1787
Rhode Island,2022-10-02,425461,3669,1088741,1898,2,3306
Rhode Island,2022-10-09,427242,3674,1091959,1781,5,3218
Rhode Island,2022-10-16,428874,3681,1095356,1632,7,3397
Rhode Island,2022-10-23,430636,3686,1098624,1762,5,3268
Rhode Island,2022-10-30,432042,3696,1102624,1406,10,4000
Rhode Island,2022-11-06,433348,3705,1106274,1306,9,3650
Rhode Island,2022-11-13,434653,3725,1109430,1305,20,3156
Rhode Island,2022-11-20,435778,3731,1111337,1125,6,1907
Rhode Island,2022-11-27,436904,3743,1112897,1126,12,1560
Rhode Island,2022-12-04,437972,3746,1113816,1068,3,919
Rhode Island,2022-12-11,439773,3762,1115150,1801,16,1334
Rhode Island,2022-12-18,441692,3777,1115909,1919,15,759
Rhode Island,2022-12-25,443645,3777,1116809,1953,-7,900
Rhode Island,2023-01-01,443645,3770,1117782,0,0,973
Rhode Island,2023-01-08,448206,3789,1118515,4561,19,733
Rhode Island,2023-01-15,450559,3798,1119406,2353,9,891
Rhode Island,2023-01-22,452557,3812,1120230,1998,14,824
Rhode Island,2023-01-29,454211,3821,1121018,1654,9,788
Rhode Island,2023-02-05,455841,3833,1121579,1630,12,561
Rhode Island,2023-02-12,457162,3841,1122105,1321,8,526
Rhode Island,2023-02-19,458256,3849,1122769,1094,8,664
Rhode Island,2023-02-26,459256,3860,1123112,1000,11,343
Rhode Island,2023-03-05,460045,3865,1123422,789,5,310
Rhode Island,2023-03-12,460697,3870,1123422,652,5,0
South Carolina,2020-01-26,0,0,0,0,0,0
South Carolina,2020-02-02,0,0,0,0,0,0
South Carolina,2020-02-09,0,0,0,0,0,0
South Carolina,2020-02-16,0,0,0,0,0,0
South Carolina,2020-02-23,0,0,0,0,0,0
South Carolina,2020-03-01,0,0,0,0,0,0
South Carolina,2020-03-08,2,0,0,2,0,0
South Carolina,2020-03-15,19,0,0,17,0,0
South Carolina,2020-03-22,196,3,0,177,3,0
South Carolina,2020-03-29,774,16,0,578,13,0
South Carolina,2020-04-05,2049,44,0,1275,28,0
South Carolina,2020-04-12,3320,82,0,1271,38,0
South Carolina,2020-04-19,4377,120,0,1057,38,0
South Carolina,2020-04-26,5498,174,0,1121,54,0
South Carolina,2020-05-03,6626,275,0,1128,101,0
South Carolina,2020-05-10,7653,331,0,1027,56,0
South Carolina,2020-05-17,8816,385,0,1163,54,0
South Carolina,2020-05-24,10096,435,0,1280,50,0
South Carolina,2020-05-31,11861,494,0,1765,59,0
South Carolina,2020-06-07,14302,546,0,2441,52,0
South Carolina,2020-06-14,18795,600,0,4493,54,0
South Carolina,2020-06-21,24661,653,0,5866,53,0
South Carolina,2020-06-28,33320,716,0,8659,63,0
South Carolina,2020-07-05,44847,820,0,11527,104,0
South Carolina,2020-07-12,56648,961,0,11801,141,0
South Carolina,2020-07-19,69986,1155,0,13338,194,0
South Carolina,2020-07-26,81199,1491,0,11213,336,0
South Carolina,2020-08-02,91788,1777,0,10589,286,0
South Carolina,2020-08-09,100435,2031,0,8647,254,0
South Carolina,2020-08-16,106497,2269,0,6062,238,0
South Carolina,2020-08-23,111988,2504,0,5491,235,0
South Carolina,2020-08-30,118324,2709,0,6336,205,0
South Carolina,2020-09-06,124952,2887,0,6628,178,0
South Carolina,2020-09-13,131864,3064,0,6912,177,0
South Carolina,2020-09-20,137708,3199,0,5844,135,0
South Carolina,2020-09-27,145887,3326,0,8179,127,0
South Carolina,2020-10-04,151582,3453,0,5695,127,0
South Carolina,2020-10-11,157406,3552,0,5824,99,0
South Carolina,2020-10-18,163990,3650,0,6584,98,0
South Carolina,2020-10-25,170678,3802,0,6688,152,0
South Carolina,2020-11-01,178023,3936,0,7345,134,0
South Carolina,2020-11-08,185688,4036,0,7665,100,0
South Carolina,2020-11-15,195507,4112,0,9819,76,0
South Carolina,2020-11-22,206295,4283,0,10788,171,0
South Carolina,2020-11-29,216129,4353,0,9834,70,0
South Carolina,2020-12-06,232099,4566,0,15970,213,0
South Carolina,2020-12-13,252206,4739,0,20107,173,0
South Carolina,2020-12-20,273406,4935,0,21200,196,0
South Carolina,2020-12-27,296179,5155,0,22773,220,0
South Carolina,2021-01-03,321669,5469,0,25490,314,0
South Carolina,2021-01-10,354525,5811,0,32856,342,0
South Carolina,2021-01-17,388184,6237,0,33659,426,0
South Carolina,2021-01-24,418325,6547,0,30141,310,0
South Carolina,2021-01-31,443386,7042,0,25061,495,0
South Carolina,2021-02-07,466373,7651,0,22987,609,0
South Carolina,2021-02-14,487293,7998,520107,20920,347,520107
South Carolina,2021-02-21,504149,8324,636989,16856,326,116882
South Carolina,2021-02-28,516823,8546,725393,12674,222,88404
South Carolina,2021-03-07,525865,8754,823824,9042,208,98431
South Carolina,2021-03-14,533421,8875,1017396,7556,121,193572
South Carolina,2021-03-21,541582,9007,1134174,8161,132,116778
South Carolina,2021-03-28,549199,9122,1325671,7617,115,191497
South Carolina,2021-04-04,555274,9196,1460004,6075,74,134333
